student_id,Introduction to Computer Science,Structured Programming,Structured Programming Lab,Calculus 1,Calculus 2,Discrete Mathematics,Statistical Methods,Linear Algebra,Object Oriented Programming,Object Oriented Programming Lab,Data Structures and Introduction to Algorithms,Algorithms Design and Analysis,Database Systems,Database Systems Lab,Operating Systems,Operating Systems Lab,Distributed Systems,Computer and Society,Information Systems Security,Introduction to Data Science,Introduction to Data Science Lab,Data Engineering,Data Engineering Lab,Statistics and Probability for Data Science,Artificial Intelligence,Computer Architecture for Machine Learning,Natural Language Processing,High Performance Computing for Big Data,Data Visualization,Pattern Recognition,Data Mining,Business Intelligence
20200170,60,100,84.0,82,75,95.0,96.0,71.0,82.0,58.0,55,52.0,70.0,,,,,90.0,,,,,,92,86.0,73.0,59.0,,,,,
20200171,75,44,75.0,64,67,61.0,65.0,87.0,84.0,,44,93.0,93.0,,,,,73.0,,,,,,95,,89.0,,,,,,
20200172,61,49,49.0,53,93,85.0,94.0,46.0,96.0,93.0,48,93.0,40.0,41.0,64.0,43.0,49.0,51.0,71.0,,,,,81,75.0,84.0,60.0,,,,,
20200173,91,79,78.0,88,93,68.0,,61.0,68.0,,52,65.0,,,,,,85.0,,,,,,92,63.0,96.0,61.0,,,,,
20200174,41,69,,44,52,91.0,88.0,,,,46,,81.0,,40.0,55.0,,,,,,,,71,,78.0,,,,,,
20200175,71,86,43.0,74,47,84.0,69.0,,,,47,47.0,78.0,63.0,66.0,,,,,,,,,79,,42.0,,,,,,
20200176,81,84,91.0,86,79,62.0,89.0,99.0,55.0,,52,63.0,84.0,58.0,,,,99.0,,48.0,,,,86,94.0,77.0,40.0,,,83.0,,
20200177,70,60,65.0,44,93,43.0,75.0,40.0,59.0,46.0,66,92.0,47.0,79.0,44.0,66.0,77.0,62.0,,55.0,,,,79,54.0,71.0,,,,54.0,,
20200178,64,61,83.0,46,88,,85.0,,79.0,,83,97.0,92.0,,57.0,,,78.0,,43.0,93.0,,,90,,,,,,,,
20200179,92,52,,64,53,71.0,58.0,,,,41,,64.0,,59.0,89.0,,69.0,98.0,54.0,,,,45,,84.0,,,,,,
20200180,52,54,89.0,48,76,,42.0,57.0,,,65,62.0,,,,,,92.0,,,,,,65,82.0,,,,,,,
20200181,55,51,,81,74,42.0,82.0,44.0,54.0,,68,,98.0,,,,,79.0,,,,,,56,,56.0,,,,,,
20200182,100,48,100.0,93,44,72.0,97.0,90.0,89.0,46.0,64,57.0,42.0,73.0,77.0,82.0,,75.0,98.0,,,,,70,93.0,76.0,,,,,,
20200183,86,56,41.0,60,90,94.0,94.0,72.0,95.0,85.0,96,59.0,76.0,76.0,98.0,44.0,,67.0,,45.0,,,,42,67.0,83.0,44.0,,40.0,,,
20200184,56,66,48.0,42,87,58.0,81.0,76.0,84.0,97.0,57,75.0,81.0,48.0,53.0,79.0,74.0,73.0,59.0,,,,,88,72.0,98.0,,,,87.0,,
20200185,56,44,60.0,54,63,52.0,78.0,66.0,60.0,84.0,87,88.0,71.0,,,,,,,61.0,,,,98,76.0,,,,86.0,84.0,,
20200186,51,45,,67,50,58.0,79.0,78.0,68.0,,94,,67.0,86.0,,,,,,,,,,82,,97.0,,,,,,
20200187,92,68,57.0,94,70,48.0,76.0,43.0,67.0,66.0,72,68.0,45.0,86.0,89.0,54.0,86.0,88.0,82.0,,,,,44,92.0,81.0,,,,61.0,,
20200188,81,77,43.0,46,83,91.0,57.0,52.0,76.0,47.0,63,95.0,98.0,46.0,52.0,97.0,97.0,,62.0,,,,,62,85.0,,,,,42.0,,
20200189,42,41,69.0,52,55,45.0,65.0,49.0,47.0,67.0,86,66.0,83.0,63.0,75.0,56.0,,75.0,,48.0,,,,46,93.0,80.0,62.0,,,,,
20200190,65,73,48.0,67,45,,,69.0,41.0,,56,89.0,90.0,,,,,97.0,,,,,,100,98.0,52.0,,,,79.0,,
20200191,54,86,99.0,68,95,41.0,,50.0,77.0,89.0,80,70.0,91.0,,,,,100.0,,,,,,64,83.0,,49.0,,,70.0,,
20200192,90,60,42.0,54,68,98.0,51.0,63.0,85.0,46.0,48,45.0,85.0,78.0,59.0,43.0,85.0,100.0,,78.0,75.0,,,53,62.0,61.0,,,,,,
20200193,51,65,,73,51,96.0,95.0,97.0,,,51,60.0,,,51.0,,,78.0,,,,,,76,66.0,93.0,,,,,,
20200194,85,65,77.0,82,74,75.0,83.0,54.0,82.0,42.0,94,49.0,44.0,45.0,41.0,97.0,,46.0,47.0,,,,,78,94.0,86.0,,,,,,
20200195,51,47,,43,50,63.0,100.0,50.0,50.0,,57,95.0,82.0,,,,,74.0,,,,,,56,,90.0,,,,52.0,,
20200196,71,86,44.0,84,86,85.0,51.0,49.0,70.0,,51,89.0,,,86.0,77.0,67.0,56.0,57.0,86.0,,,,47,54.0,46.0,50.0,,92.0,,79.0,58.0
20200197,49,44,85.0,88,99,,,,,,78,54.0,63.0,,84.0,,81.0,,50.0,,,,,81,,42.0,,,,,,
20200198,72,80,87.0,45,41,73.0,62.0,45.0,64.0,54.0,44,57.0,,,,,,89.0,,,,,,56,,76.0,,,,,,
20200199,90,91,46.0,88,48,99.0,40.0,67.0,58.0,72.0,91,54.0,52.0,56.0,57.0,92.0,50.0,51.0,95.0,84.0,72.0,,,40,59.0,44.0,,,,,,
20200200,88,63,98.0,58,55,92.0,57.0,88.0,,,91,88.0,53.0,65.0,95.0,,,61.0,,,,,,67,83.0,91.0,,,,,,
20200201,46,42,76.0,67,41,,98.0,53.0,67.0,,94,76.0,64.0,,,,,95.0,,,,,,56,,,,,,,,
20200202,67,68,69.0,52,89,65.0,,68.0,79.0,83.0,51,95.0,81.0,91.0,99.0,44.0,,77.0,51.0,,,,,61,58.0,41.0,,,,,,
20200203,93,86,44.0,60,67,77.0,96.0,60.0,80.0,49.0,54,71.0,60.0,66.0,72.0,41.0,,80.0,,,,,,51,52.0,67.0,,,,,,
20200204,79,41,67.0,46,47,48.0,97.0,54.0,96.0,50.0,85,45.0,67.0,,98.0,,,51.0,,,,,,62,76.0,50.0,,,,,,
20200205,96,60,60.0,95,78,42.0,69.0,56.0,79.0,90.0,74,43.0,55.0,100.0,41.0,42.0,89.0,85.0,,,,,,51,58.0,59.0,,,,84.0,,
20200206,43,80,63.0,60,73,,66.0,86.0,,,68,,81.0,,87.0,,,61.0,,,,,,90,90.0,45.0,,,,,,
20200207,66,75,51.0,45,49,96.0,50.0,73.0,91.0,78.0,89,97.0,67.0,90.0,97.0,,,95.0,,,,,,54,47.0,93.0,55.0,,,83.0,,
20200208,87,83,66.0,73,98,80.0,46.0,95.0,99.0,41.0,93,70.0,93.0,70.0,53.0,68.0,62.0,60.0,66.0,,,,,79,49.0,99.0,,,,,,
20200209,83,45,59.0,53,66,99.0,47.0,,96.0,,98,93.0,,,55.0,,,63.0,,,,,,49,40.0,57.0,54.0,,,,,
20200210,55,68,87.0,83,48,64.0,55.0,62.0,66.0,86.0,45,85.0,66.0,86.0,51.0,89.0,,56.0,,,,,,95,49.0,71.0,60.0,,,,,
20200211,88,62,,40,79,,40.0,98.0,76.0,,40,45.0,77.0,56.0,51.0,,,97.0,,,,,,62,72.0,54.0,,,,,,
20200212,52,77,41.0,85,94,58.0,,,64.0,,92,,54.0,,92.0,,,100.0,,,,,,46,,98.0,,,,,,
20200213,69,79,89.0,50,67,53.0,80.0,40.0,,,42,70.0,49.0,89.0,100.0,,79.0,98.0,53.0,61.0,,,,80,64.0,,55.0,,,,,
20200214,50,89,71.0,86,44,54.0,45.0,84.0,49.0,92.0,66,49.0,93.0,86.0,56.0,45.0,,71.0,,58.0,45.0,,,45,92.0,98.0,46.0,,,,,
20200215,77,89,,92,86,,76.0,47.0,,,76,89.0,50.0,,96.0,,,,,,,,,60,45.0,64.0,63.0,,,91.0,,
20200216,54,69,81.0,88,48,92.0,,58.0,81.0,67.0,86,68.0,93.0,,,,,47.0,,,,,,51,76.0,69.0,,,,55.0,,
20200217,89,54,99.0,86,57,50.0,58.0,76.0,64.0,,81,58.0,40.0,,,,,,,,,,,52,77.0,43.0,,,,,,
20200218,72,94,87.0,68,79,64.0,94.0,77.0,78.0,,49,64.0,83.0,86.0,78.0,55.0,96.0,96.0,85.0,,,,,74,88.0,86.0,,,,80.0,,
20200219,68,73,91.0,43,40,,,43.0,69.0,,54,54.0,66.0,61.0,76.0,,,71.0,59.0,,,,,85,75.0,72.0,91.0,,,,,
20200220,42,68,46.0,94,50,90.0,41.0,59.0,89.0,,80,98.0,94.0,88.0,99.0,,,79.0,,,,,,67,93.0,84.0,,,,91.0,,
20200221,76,76,50.0,62,100,50.0,,,99.0,,86,79.0,,,50.0,76.0,,55.0,85.0,,,,,65,99.0,77.0,87.0,,,,,
20200222,84,98,50.0,56,63,94.0,98.0,74.0,76.0,44.0,88,88.0,42.0,51.0,42.0,65.0,,95.0,74.0,,,,,85,85.0,98.0,,,,,,
20200223,65,97,70.0,53,69,96.0,40.0,,,,40,69.0,,,,,,47.0,,90.0,,,,66,,,,,44.0,,,
20200224,69,81,97.0,86,70,45.0,42.0,76.0,96.0,,44,54.0,63.0,65.0,79.0,,,94.0,46.0,,,,,78,47.0,56.0,,,,,,
20200225,40,42,60.0,100,61,,51.0,,89.0,89.0,76,97.0,,,99.0,,,57.0,,,,,,64,76.0,,,,,,,
20200226,90,56,89.0,100,69,82.0,79.0,70.0,74.0,41.0,65,62.0,,,100.0,70.0,52.0,46.0,74.0,,,,,70,86.0,43.0,,,,68.0,,
20200227,94,56,43.0,61,73,53.0,79.0,90.0,62.0,90.0,92,99.0,40.0,60.0,68.0,59.0,63.0,64.0,,,,,,84,47.0,48.0,75.0,,,97.0,,
20200228,76,44,52.0,81,96,52.0,83.0,45.0,51.0,,69,50.0,57.0,,73.0,45.0,41.0,48.0,55.0,,,,,93,51.0,92.0,80.0,,,,,
20200229,52,71,67.0,95,99,71.0,,,58.0,,64,94.0,59.0,,,,,81.0,,,,,,42,,44.0,,,,,,
20200230,76,56,70.0,69,69,65.0,80.0,99.0,,,46,,,,86.0,,,79.0,58.0,,,,,62,,92.0,,,,73.0,,
20200231,69,56,61.0,59,90,42.0,73.0,61.0,88.0,85.0,90,86.0,81.0,50.0,84.0,55.0,,47.0,,87.0,,,,46,74.0,66.0,94.0,,,,,
20200232,87,92,52.0,82,50,68.0,66.0,79.0,99.0,49.0,61,77.0,49.0,97.0,93.0,52.0,,99.0,,85.0,,96.0,63.0,50,50.0,78.0,,,,,,
20200233,69,69,60.0,41,50,45.0,54.0,99.0,95.0,89.0,83,89.0,52.0,93.0,85.0,,,59.0,50.0,,,,,43,87.0,63.0,,,,88.0,,
20200234,63,52,,54,63,,72.0,95.0,,,64,45.0,,,,,,94.0,,,,,,65,74.0,,,,,80.0,,
20200235,55,54,,70,62,,,65.0,61.0,55.0,49,,75.0,,51.0,66.0,94.0,89.0,,,,,,50,,,,,,100.0,,
20200236,55,75,99.0,90,100,89.0,81.0,79.0,75.0,,43,81.0,55.0,,82.0,,,43.0,45.0,,,,,85,86.0,79.0,,,,,,
20200237,51,60,,77,66,,72.0,83.0,56.0,97.0,52,92.0,,,92.0,77.0,66.0,49.0,,,,,,52,88.0,68.0,,,,,,
20200238,59,41,74.0,56,67,72.0,56.0,92.0,45.0,61.0,81,80.0,64.0,72.0,88.0,80.0,49.0,87.0,50.0,93.0,,,,90,96.0,50.0,,,,,,
20200239,95,87,41.0,96,52,44.0,,100.0,59.0,62.0,99,78.0,93.0,,72.0,,,42.0,,,,,,79,58.0,58.0,72.0,,,,,
20200240,95,75,,49,70,41.0,,,,,97,,,,61.0,54.0,46.0,76.0,59.0,,,,,61,96.0,,,,,,,
20200241,74,73,55.0,44,93,88.0,50.0,68.0,73.0,42.0,51,82.0,68.0,64.0,50.0,81.0,,94.0,,,,,,62,90.0,76.0,54.0,,,,,
20200242,49,95,68.0,64,58,79.0,76.0,46.0,67.0,58.0,77,87.0,95.0,69.0,68.0,77.0,,59.0,,,,,,50,44.0,94.0,,,,80.0,,
20200243,68,55,62.0,68,47,72.0,78.0,,79.0,81.0,53,78.0,48.0,,66.0,,,48.0,,,,,,78,,99.0,,,,,,
20200244,61,52,,89,80,76.0,41.0,57.0,,,44,,,,66.0,68.0,71.0,,,,,,,57,,91.0,,,,,,
20200245,58,89,,72,97,,80.0,55.0,61.0,,94,,45.0,41.0,55.0,,,,,,,,,82,93.0,56.0,55.0,,,,,
20200246,66,48,74.0,45,59,93.0,70.0,91.0,91.0,58.0,40,57.0,45.0,,98.0,88.0,79.0,69.0,91.0,,,,,65,58.0,42.0,98.0,,,42.0,,
20200247,78,89,53.0,97,76,89.0,60.0,75.0,99.0,,60,92.0,54.0,67.0,,,,48.0,,,,,,61,45.0,40.0,56.0,,,58.0,,
20200248,79,60,74.0,44,99,71.0,42.0,80.0,81.0,71.0,62,76.0,100.0,75.0,97.0,55.0,60.0,43.0,69.0,,,,,46,43.0,68.0,70.0,,,,,
20200249,72,63,78.0,94,100,77.0,92.0,75.0,99.0,100.0,58,60.0,60.0,61.0,76.0,,,79.0,,,,,,48,85.0,68.0,64.0,,,,,
20200250,63,43,,93,67,84.0,98.0,,61.0,,56,82.0,95.0,55.0,,,,84.0,,,,,,71,54.0,,,,,,,
20200251,79,91,54.0,50,84,97.0,82.0,,40.0,73.0,91,,78.0,,47.0,,,75.0,,,,,,71,82.0,,,,,,,
20200252,58,60,46.0,82,43,60.0,75.0,56.0,,,100,75.0,42.0,,,,,45.0,,,,,,44,84.0,45.0,,,,,,
20200253,53,60,99.0,47,64,73.0,58.0,87.0,,,75,93.0,57.0,,,,,,,,,,,55,89.0,42.0,50.0,,,,,
20200254,93,82,43.0,89,87,74.0,85.0,97.0,,,72,55.0,87.0,55.0,88.0,,,80.0,,,,,,73,,93.0,,,,,,
20200255,62,62,66.0,98,100,,99.0,94.0,86.0,,63,53.0,47.0,,,,,71.0,,54.0,,,,73,97.0,87.0,,,,,,
20200256,40,75,49.0,86,75,74.0,89.0,79.0,81.0,54.0,96,78.0,90.0,85.0,89.0,78.0,47.0,76.0,86.0,,,,,82,88.0,68.0,,,,85.0,,
20200257,67,66,,68,93,64.0,84.0,,67.0,88.0,69,,45.0,,40.0,,72.0,,68.0,,,,,78,,,,,,,,
20200258,51,69,47.0,42,53,44.0,96.0,72.0,69.0,47.0,45,77.0,84.0,52.0,41.0,,53.0,79.0,,41.0,,,,87,63.0,42.0,60.0,,,83.0,,
20200259,63,74,,49,88,,76.0,48.0,100.0,77.0,70,43.0,58.0,74.0,100.0,85.0,,81.0,70.0,,,,,66,55.0,87.0,82.0,,,85.0,,
20200260,75,47,82.0,92,69,48.0,90.0,76.0,43.0,,83,69.0,57.0,,,,,70.0,,,,,,99,,,,,,,,
20200261,87,44,55.0,53,42,80.0,92.0,93.0,,,59,,78.0,92.0,,,,86.0,,,,,,59,73.0,84.0,,,,,,
20200262,46,96,44.0,66,94,,46.0,90.0,40.0,40.0,81,65.0,87.0,,84.0,,,71.0,,,,,,52,,85.0,,,,,,
20200263,91,46,77.0,80,59,45.0,76.0,,,,56,57.0,,,,,,52.0,,95.0,86.0,,,56,,55.0,,,,,,
20200264,41,55,91.0,52,70,61.0,61.0,92.0,83.0,75.0,93,67.0,,,67.0,98.0,81.0,94.0,56.0,,,,,89,93.0,96.0,,,,41.0,,
20200265,84,68,78.0,99,46,62.0,76.0,71.0,58.0,71.0,80,,97.0,,98.0,,91.0,41.0,94.0,86.0,,,,93,65.0,94.0,69.0,,,55.0,,
20200266,66,86,72.0,79,87,,41.0,99.0,,,75,50.0,54.0,,,,,,,,,,,49,58.0,96.0,,,,,,
20200267,81,83,46.0,85,95,,57.0,,52.0,72.0,54,,,,65.0,,,,,,,,,77,84.0,,71.0,,,,,
20200268,89,95,40.0,86,84,99.0,74.0,88.0,,,43,74.0,64.0,96.0,77.0,50.0,75.0,44.0,41.0,49.0,,77.0,,100,90.0,92.0,,,,77.0,97.0,
20200269,65,75,92.0,57,43,40.0,59.0,57.0,43.0,60.0,68,61.0,56.0,,61.0,76.0,56.0,44.0,,85.0,,,,48,49.0,62.0,,,69.0,,89.0,
20200270,46,90,60.0,42,80,45.0,59.0,68.0,54.0,79.0,70,50.0,97.0,,100.0,,98.0,40.0,61.0,,,,,95,86.0,83.0,90.0,,,43.0,,
20200271,48,74,,56,42,76.0,78.0,66.0,85.0,,41,59.0,66.0,73.0,56.0,99.0,,43.0,,83.0,93.0,,,96,96.0,83.0,44.0,,,46.0,,
20200272,67,96,82.0,73,83,63.0,48.0,69.0,60.0,94.0,90,93.0,94.0,,95.0,57.0,75.0,64.0,,,,,,84,94.0,64.0,,,,69.0,,
20200273,84,40,44.0,51,91,57.0,82.0,,43.0,94.0,91,52.0,63.0,,93.0,88.0,76.0,93.0,,42.0,,,,45,56.0,76.0,,,,,47.0,
20200274,54,95,83.0,86,50,69.0,72.0,46.0,63.0,81.0,56,74.0,58.0,78.0,50.0,42.0,,79.0,,63.0,,,,47,59.0,87.0,,,,83.0,,
20200275,76,52,74.0,67,96,75.0,85.0,60.0,40.0,46.0,93,86.0,81.0,93.0,83.0,73.0,,76.0,,67.0,51.0,,,45,42.0,69.0,,,,80.0,,
20200276,42,48,76.0,80,58,,42.0,68.0,,,84,43.0,57.0,49.0,,,,48.0,,,,,,40,45.0,57.0,87.0,,,,,
20200277,57,84,78.0,92,67,61.0,,59.0,52.0,,90,57.0,,,,,,,,,,,,98,,54.0,,,,,,
20200278,91,96,51.0,81,54,79.0,91.0,95.0,78.0,,61,96.0,40.0,84.0,63.0,90.0,52.0,,,60.0,66.0,,,97,45.0,82.0,,,,75.0,,
20200279,74,51,87.0,57,92,45.0,69.0,51.0,80.0,,95,71.0,,,55.0,69.0,70.0,55.0,97.0,45.0,,,,41,,80.0,,,59.0,,83.0,
20200280,82,96,85.0,40,45,61.0,70.0,99.0,74.0,,86,98.0,77.0,,73.0,56.0,71.0,61.0,,,,,,85,55.0,95.0,50.0,,,,,
20200281,40,46,54.0,77,59,96.0,,,,,82,,86.0,,44.0,,98.0,43.0,,,,,,65,82.0,52.0,,,,,,
20200282,99,49,59.0,68,100,70.0,59.0,51.0,90.0,50.0,76,86.0,89.0,94.0,96.0,62.0,76.0,53.0,80.0,,,,,94,97.0,93.0,,,,,,
20200283,79,95,68.0,94,73,69.0,71.0,45.0,66.0,48.0,64,64.0,59.0,46.0,90.0,79.0,,86.0,,,,,,72,49.0,80.0,,,,,,
20200284,50,80,99.0,55,45,90.0,46.0,40.0,63.0,,78,82.0,84.0,,50.0,,,52.0,,99.0,,,,78,53.0,77.0,76.0,,46.0,,50.0,
20200285,69,61,46.0,75,58,79.0,57.0,86.0,60.0,,84,46.0,,,84.0,,,54.0,,,,,,41,43.0,80.0,72.0,,,98.0,,
20200286,77,85,77.0,74,73,71.0,97.0,57.0,50.0,44.0,93,87.0,72.0,,,,,46.0,,,,,,85,70.0,40.0,,,,87.0,,
20200287,91,86,45.0,53,69,60.0,82.0,75.0,100.0,73.0,45,68.0,,,95.0,51.0,,,85.0,62.0,63.0,,,64,70.0,58.0,97.0,,,55.0,,
20200288,50,87,57.0,55,44,46.0,,,87.0,,40,89.0,99.0,71.0,61.0,67.0,,88.0,61.0,,,,,96,,,,,,,,
20200289,94,67,47.0,80,96,69.0,91.0,75.0,,,40,,,,61.0,44.0,55.0,95.0,65.0,97.0,,,,66,,68.0,,,,,,
20200290,83,81,55.0,44,72,,77.0,81.0,81.0,,96,75.0,49.0,,53.0,,,70.0,,44.0,66.0,,,41,,75.0,,,,,,
20200291,66,95,48.0,59,98,59.0,52.0,52.0,89.0,80.0,40,45.0,67.0,86.0,40.0,89.0,,51.0,64.0,,,,,42,57.0,79.0,,,,67.0,,
20200292,89,83,96.0,46,49,44.0,46.0,45.0,94.0,41.0,94,49.0,61.0,90.0,54.0,49.0,,63.0,61.0,,,,,58,42.0,83.0,61.0,,,97.0,,
20200293,81,78,44.0,91,82,59.0,,50.0,85.0,58.0,93,52.0,95.0,,,,,48.0,,,,,,51,,70.0,,,,56.0,,
20200294,92,62,71.0,89,98,57.0,73.0,93.0,97.0,,69,43.0,86.0,,53.0,,,70.0,,,,,,73,50.0,76.0,82.0,,,,,
20200295,78,86,70.0,49,47,61.0,78.0,61.0,,,58,,,,66.0,,,89.0,93.0,84.0,,,,84,,92.0,,,,,,
20200296,47,54,67.0,81,92,75.0,40.0,51.0,57.0,78.0,68,75.0,40.0,64.0,61.0,54.0,,76.0,68.0,,,,,70,69.0,49.0,,,,70.0,,
20200297,51,51,87.0,75,87,,98.0,73.0,44.0,98.0,92,44.0,40.0,,,,,64.0,,,,,,92,,52.0,,,,49.0,,
20200298,66,46,40.0,62,82,,,,100.0,,99,,89.0,42.0,59.0,,,,,,,,,71,54.0,78.0,,,,,,
20200299,58,83,43.0,41,66,58.0,56.0,55.0,68.0,,64,64.0,43.0,,53.0,70.0,43.0,77.0,84.0,,,,,45,,68.0,,,,79.0,,
20200300,77,99,98.0,60,68,81.0,,70.0,,,63,,89.0,,,,,70.0,,,,,,73,67.0,,,,,63.0,,
20200301,76,64,,43,44,,,98.0,67.0,,98,,62.0,42.0,76.0,,,64.0,,,,,,47,,47.0,,,,,,
20200302,60,50,91.0,49,94,96.0,92.0,51.0,,,55,41.0,,,70.0,,,76.0,,,,,,93,45.0,93.0,,,,,,
20200303,77,88,,87,55,,42.0,98.0,72.0,55.0,87,98.0,,,,,,,,40.0,,,,51,62.0,80.0,,,,,,
20200304,83,62,100.0,95,85,,61.0,,,,60,59.0,,,69.0,,,,,,,,,86,69.0,64.0,,,,,,
20200305,44,90,79.0,42,99,52.0,,66.0,42.0,,74,69.0,64.0,44.0,43.0,,,46.0,,,,,,47,51.0,74.0,87.0,,,53.0,,
20200306,90,61,42.0,74,63,48.0,87.0,,62.0,,84,90.0,,,55.0,41.0,53.0,89.0,64.0,,,,,41,50.0,68.0,95.0,,,,,
20200307,76,88,77.0,70,84,64.0,81.0,66.0,87.0,53.0,83,85.0,68.0,96.0,92.0,50.0,,60.0,,44.0,49.0,,,40,47.0,62.0,46.0,,,51.0,,
20200308,46,43,,92,59,,64.0,,88.0,,82,,75.0,,83.0,64.0,,45.0,,,,,,57,80.0,,45.0,,,,,
20200309,89,81,59.0,52,54,79.0,64.0,79.0,49.0,,75,87.0,77.0,41.0,40.0,,96.0,65.0,,73.0,,,,93,62.0,60.0,,,,,,
20200310,79,98,71.0,92,51,,82.0,99.0,,,94,,42.0,,91.0,,86.0,,64.0,72.0,,,,89,81.0,87.0,,,,,,
20200311,86,41,,71,87,93.0,71.0,72.0,,,43,,,,,,,,,40.0,,,,41,68.0,90.0,,,,,,
20200312,92,64,43.0,67,87,44.0,47.0,42.0,54.0,,75,85.0,,,67.0,66.0,42.0,91.0,86.0,,,,,45,41.0,43.0,,,,,,
20200313,91,46,85.0,71,67,43.0,73.0,47.0,58.0,,93,,,,,,,85.0,,54.0,,,,77,58.0,100.0,80.0,,,58.0,58.0,
20200314,76,48,49.0,50,91,,,,66.0,,97,88.0,,,52.0,,,87.0,,,,,,65,72.0,,,,,,,
20200315,76,95,,88,61,92.0,43.0,75.0,44.0,40.0,49,94.0,,,,,,,,64.0,,,,78,,52.0,,,,,,
20200316,62,46,,58,42,,,,57.0,76.0,53,53.0,,,50.0,,,41.0,,,,,,72,43.0,,,,,,,
20200317,81,56,65.0,94,89,80.0,,90.0,95.0,,55,70.0,61.0,,65.0,76.0,,52.0,78.0,,,,,42,96.0,42.0,,,,86.0,,
20200318,57,73,41.0,40,44,68.0,65.0,,70.0,,100,,51.0,77.0,65.0,,87.0,48.0,73.0,,,,,98,67.0,40.0,,,,,,
20200319,44,70,92.0,55,53,93.0,84.0,97.0,57.0,75.0,69,48.0,99.0,72.0,81.0,57.0,,64.0,47.0,,,,,43,68.0,52.0,58.0,,,,,
20200320,97,97,86.0,70,75,94.0,54.0,,75.0,53.0,47,,,,80.0,,,80.0,88.0,45.0,85.0,,,84,,,,,,,,
20200321,100,40,75.0,72,42,54.0,46.0,81.0,97.0,100.0,83,47.0,52.0,,61.0,79.0,52.0,,,58.0,,,,43,93.0,59.0,72.0,,,,,
20200322,41,95,93.0,45,56,68.0,57.0,66.0,88.0,91.0,95,84.0,73.0,76.0,51.0,48.0,50.0,96.0,,74.0,96.0,,,48,70.0,44.0,,,,,,
20200323,50,56,,95,89,,,46.0,,,73,74.0,,,60.0,,74.0,40.0,,,,,,92,,63.0,,,,,,
20200324,74,50,54.0,74,83,55.0,82.0,95.0,,,57,86.0,95.0,93.0,,,,,,98.0,,75.0,,88,64.0,93.0,,,,,,
20200325,52,51,,78,75,49.0,44.0,62.0,,,56,99.0,72.0,,95.0,,,,,87.0,66.0,69.0,,63,58.0,68.0,87.0,100.0,,89.0,,
20200326,62,61,,42,59,79.0,90.0,70.0,67.0,66.0,97,72.0,,,99.0,47.0,50.0,43.0,92.0,,,,,94,,50.0,,,,52.0,,
20200327,91,54,42.0,90,51,45.0,70.0,100.0,73.0,42.0,73,,59.0,,61.0,,93.0,,,,,,,50,50.0,,99.0,,,,,
20200328,80,70,54.0,65,92,58.0,89.0,44.0,40.0,70.0,87,87.0,85.0,46.0,85.0,93.0,,46.0,,98.0,,41.0,,64,50.0,52.0,,,53.0,61.0,,
20200329,83,74,71.0,59,64,64.0,95.0,88.0,64.0,63.0,83,98.0,89.0,,85.0,,,49.0,,,,,,51,47.0,44.0,84.0,,,49.0,,
20200330,82,67,57.0,94,70,81.0,94.0,52.0,,,53,60.0,62.0,,58.0,72.0,,75.0,,,,,,42,79.0,41.0,,,,,,
20200331,50,58,,64,68,,54.0,,69.0,45.0,41,72.0,74.0,,,,,76.0,,54.0,,,,65,,,,,,,72.0,
20200332,74,47,81.0,71,87,100.0,87.0,75.0,82.0,,57,68.0,43.0,44.0,69.0,86.0,80.0,57.0,,,,,,84,40.0,74.0,72.0,,,,,
20200333,72,93,,90,66,,70.0,,,,94,,95.0,,92.0,99.0,,,,94.0,,,,84,57.0,96.0,,,,,95.0,
20200334,48,100,89.0,50,45,74.0,98.0,89.0,44.0,69.0,52,99.0,56.0,100.0,63.0,97.0,67.0,51.0,78.0,,,,,43,87.0,78.0,,,,,,
20200335,57,63,89.0,75,93,60.0,,90.0,58.0,,69,63.0,83.0,,86.0,,,,,,,,,80,,90.0,,,,,,
20200336,64,77,62.0,68,88,54.0,62.0,56.0,94.0,43.0,79,61.0,43.0,61.0,93.0,76.0,49.0,50.0,,,,,,75,63.0,49.0,,,,56.0,,
20200337,40,58,84.0,94,67,87.0,86.0,76.0,97.0,,76,91.0,50.0,42.0,49.0,88.0,,46.0,,69.0,83.0,,,59,41.0,75.0,,,,,,
20200338,88,81,59.0,88,71,,88.0,100.0,89.0,,73,59.0,,,83.0,58.0,98.0,,69.0,,,,,86,40.0,,,,,,,
20200339,91,100,82.0,79,86,56.0,43.0,91.0,86.0,67.0,47,53.0,93.0,66.0,95.0,,,70.0,,,,,,61,75.0,,57.0,,,,,
20200340,46,83,83.0,72,93,95.0,,,,,95,100.0,41.0,,76.0,85.0,,99.0,,,,,,65,55.0,76.0,,,,,,
20200341,62,47,71.0,99,69,,,69.0,76.0,48.0,99,45.0,43.0,73.0,97.0,,,,76.0,,,,,45,40.0,,,,,,,
20200342,48,70,75.0,53,74,,,,92.0,,46,79.0,71.0,,40.0,,,,,,,,,78,82.0,,79.0,,,,,
20200343,66,48,,92,86,,,40.0,47.0,,67,68.0,70.0,,48.0,,,72.0,,,,,,77,,,,,,86.0,,
20200344,85,68,89.0,59,88,82.0,65.0,,93.0,,84,,,,60.0,,,62.0,,,,,,72,41.0,,,,,,,
